iter	Logloss
856	0.1429471026
857	0.142861856
858	0.1426798702
859	0.1426032069
860	0.1424652604
861	0.1423472371
862	0.1422142627
863	0.1420230884
864	0.1418605975
865	0.1416875768
866	0.141551188
867	0.1414133048
868	0.1412858441
869	0.1411150763
870	0.140965552
871	0.1408893615
872	0.140815207
873	0.140575592
874	0.1404650934
875	0.1403925051
876	0.1402350172
877	0.1401577575
878	0.1400715365
879	0.1400004317
880	0.1398547172
881	0.1398241859
882	0.1397489616
883	0.1395739234
884	0.1395200782
885	0.1394647484
886	0.1393050641
887	0.139272597
888	0.1391709489
889	0.1390302976
890	0.1389312231
891	0.1388706324
892	0.1387924425
893	0.1387696064
894	0.1386223078
895	0.1385520781
896	0.1384577727
897	0.138409749
898	0.1382871455
899	0.138099625
900	0.1380132853
901	0.1378244777
902	0.1377012367
903	0.1375746242
904	0.1374708207
905	0.1374337092
906	0.137271271
907	0.1371651234
908	0.1370742071
909	0.1370105523
910	0.1368630156
911	0.1367393211
912	0.136621523
913	0.1365445423
914	0.1363886699
915	0.1361989424
916	0.1361321266
917	0.1359731905
918	0.1358695747
919	0.1357367516
920	0.1356520368
921	0.1354844022
922	0.135304657
923	0.1352191268
924	0.1350053374
925	0.1348906535
926	0.1346642527
927	0.1345492236
928	0.134397967
929	0.1342047711
930	0.1340856971
931	0.1340305103
932	0.1339401311
933	0.1337238378
934	0.133678427
935	0.1336024989
936	0.1334360242
937	0.1333912974
938	0.1333185655
939	0.133249366
940	0.1332168823
941	0.1330292773
942	0.1329590078
943	0.132889582
944	0.1327474906
945	0.1325722233
946	0.1324901092
947	0.1322608291
948	0.1321318246
949	0.131966198
950	0.1318835809
951	0.1317100746
952	0.1316250977
953	0.1314202175
954	0.1313560332
955	0.1312800097
956	0.1311516963
957	0.1310334593
958	0.1309582401
959	0.1308518714
960	0.1307342427
961	0.1306687231
962	0.1306376121
963	0.1304428175
964	0.1303765057
965	0.1302655297
966	0.1301485587
967	0.1300460259
968	0.1299529075
969	0.129882726
970	0.1297637308
971	0.1296816877
972	0.1296245998
973	0.1294535101
974	0.1293772666
975	0.1292776766
976	0.1292030145
977	0.1290812739
978	0.1289433696
979	0.128827112
980	0.128775292
981	0.1287191956
982	0.1285527289
983	0.1284985198
984	0.1284138583
985	0.1283529112
986	0.1282321794
987	0.12811915
988	0.128036542
989	0.1278677681
990	0.1277606359
991	0.1277339678
992	0.1276715501
993	0.1276107937
994	0.1275413635
